Qtd_Partidas;Match ID;Patch;Champion;Enemy Champion;Game Start Time;Win Rate %;Kills;Deaths;Assists;KDA;Kill Participation;Total Damage Dealt;Total Damage Taken;Self Mitigated Damage;Gold Earned;Farm/Min;Damage/Min;Gold/Min;Vision Score;Vision Score/Min;Wards Placed;Wards Killed;Control Wards Placed;Damage to Buildings;Damage to Objectives;Turret Plates Taken;Team Damage %;Damage Taken %;First Blood Kill;First Blood Assist;First Tower Kill;First Tower Assist;CC Score;Kills 5';Deaths 5';Assists 5';CS 5';Gold Earned 5';Plates 5';KDA 5';GPM 5';DPM 5';Gold Share 5';Gold Eff 5';CS Diff 5';Gold Diff 5';XP Diff 5';DMG Diff 5';CS aos 6 min;Kills 11';Deaths 11';Assists 11';CS 11';Gold Earned 11';Plates 11';KDA 11';GPM 11';DPM 11';Gold Share 11';Gold Eff 11';CS Diff 11';Gold Diff 11';XP Diff 11';DMG Diff 11';Kills 12';Deaths 12';Assists 12';CS 12';Gold Earned 12';Plates 12';KDA 12';GPM 12';DPM 12';Gold Share 12';Gold Eff 12';CS Diff 12';Gold Diff 12';XP Diff 12';DMG Diff 12';CS aos 12 min;Gold aos 12 min;XP aos 12 min;Deaths até 12min;VPM @12;KDA @12;Kills 14';Deaths 14';Assists 14';CS 14';Gold Earned 14';Plates 14';KDA 14';GPM 14';DPM 14';Gold Share 14';Gold Eff 14';CS Diff 14';Gold Diff 14';XP Diff 14';DMG Diff 14';CS aos 18 min;Kills 20';Deaths 20';Assists 20';CS 20';Gold Earned 20';Plates 20';KDA 20';GPM 20';DPM 20';Gold Share 20';Gold Eff 20';CS Diff 20';Gold Diff 20';XP Diff 20';DMG Diff 20'
1;KR_8016549784;16.1;Kennen;Aurora;1767902159259;1;1;3;7;2,67;0,35;13675;14540;7990;7664;6,93;611,4;342,65;31;1,39;13;4;2;6079;6079;0;0,19;0,19;0;0;0;0;20;0;0;0;26;1583;0;0,0;316,6;611,4;0,17;1,93;-12;-110;-155;-1323,85;33;0;1;0;83;3436;1;0,0;312,36;611,4;0,17;1,96;-1;-302;-11;-2912,46;0;1;0;94;3779;1;0,0;314,92;611,4;0,17;1,94;-2;-432;51;-3177,23;94;3779;6216;1;16,68;0,0;0;2;0;102;4244;1;0,0;303,14;611,4;0,16;2,02;-15;-1043;-1100;-3706,77;119;1;3;3;142;6493;2;1,33;324,65;611,4;0,16;1,88;-20;-1842;-1266;-5295,38
1;KR_8016549784;16.1;Naafiri;Hecarim;1767902159259;1;5;2;6;5,5;0,48;12252;19488;15226;10068;8,67;547,78;450,13;22;0,98;3;2;2;428;20637;0;0,17;0,25;0;0;0;0;7;0;0;0;40;1877;0;0,0;375,4;547,78;0,21;1,46;-5;-129;-293;1278,69;44;0;1;3;88;3875;0;3,0;352,27;547,78;0,19;1,55;8;-74;665;2813,11;0;1;3;96;4536;0;3,0;378,0;547,78;0,2;1,45;9;244;662;3068,85;96;4536;5447;1;11,76;3,0;1;1;3;112;5201;0;4,0;371,5;547,78;0,19;1,47;15;373;965;3580,33;149;3;2;5;175;8244;0;4,0;412,2;547,78;0,21;1,33;31;1259;1714;5114,76
1;KR_8016549784;16.1;Yasuo;Zoe;1767902159259;1;5;3;5;3,33;0,43;13217;17408;16380;9456;8,45;590,92;422,77;25;1,12;8;6;4;4482;11326;0;0,19;0,22;0;0;0;0;25;0;1;0;39;1682;0;0,0;336,4;590,92;0,19;1,76;0;-425;-211;172,13;47;2;3;1;84;4024;1;1,0;365,82;590,92;0,2;1,62;-11;-1144;-607;378,68;2;3;1;97;4473;1;1,0;372,75;590,92;0,2;1,59;-3;-1000;-173;413,12;97;4473;5768;3;13,44;1,0;2;3;2;121;5560;1;1,33;397,14;590,92;0,21;1,49;5;-469;231;481,97;160;4;3;4;175;8171;3;2,67;408,55;590,92;0,21;1,45;22;524;984;688,52
1;KR_8016549784;16.1;Jhin;Yunara;1767902159259;1;12;1;7;19,0;0,83;22236;8849;3591;12715;8,85;994,16;568,48;19;0,85;8;5;0;5207;10747;0;0,31;0,11;0;0;0;0;33;1;0;0;36;2395;0;0,0;479,0;994,16;0,26;2,08;3;760;-13;2193,67;47;6;1;1;92;5299;0;7,0;481,73;994,16;0,26;2,06;6;1566;204;4826,07;6;1;1;100;5651;0;7,0;470,92;994,16;0,25;2,11;13;1464;440;5264,8;100;5651;4402;1;10,2;7,0;8;1;2;120;7387;1;10,0;527,64;994,16;0,27;1,88;25;2831;1238;6142,26;164;9;1;6;188;10625;2;15,0;531,25;994,16;0,27;1,87;27;2965;1748;8774,67
1;KR_8016549784;16.1;Maokai;Leona;1767902159259;1;0;3;19;6,33;0,83;9793;17622;12413;6938;1,3;437,84;310,19;54;2,41;28;5;7;0;2984;0;0,14;0,23;0;0;0;0;54;0;0;1;7;1548;0;0,0;309,6;437,84;0,17;1,41;3;322;297;782,42;9;0;0;8;19;3431;0;0,0;311,91;437,84;0,17;1,4;3;673;567;1721,31;0;0;8;21;3741;0;0,0;311,75;437,84;0,17;1,4;4;380;681;1877,8;21;3741;3949;0;28,92;0,0;0;1;11;24;4609;0;11,0;329,21;437,84;0,17;1,33;7;847;1727;2190,76;25;0;2;16;25;5940;0;8,0;297,0;437,84;0,15;1,47;2;689;1318;3129,66
1;KR_8016549784;16.1;Aurora;Kennen;1767902159259;0;5;1;1;6,0;0,5;19597;16063;8398;9385;7,87;876,17;419,6;19;0,85;9;1;1;7562;11476;0;0,34;0,19;0;0;1;0;8;0;0;0;38;1693;0;0,0;338,6;876,17;0,2;2,59;12;110;155;1323,85;43;1;0;0;84;3738;1;0,0;339,82;876,17;0,19;2,58;1;302;11;2912,46;1;0;0;96;4211;1;0,0;350,92;876,17;0,2;2,5;2;432;-51;3177,23;96;4211;6165;0;10,2;0,0;2;0;0;117;5287;1;0,0;377,64;876,17;0,22;2,32;15;1043;1100;3706,77;147;4;0;1;162;8335;3;0,0;416,75;876,17;0,23;2,1;20;1842;1266;5295,38
1;KR_8016549784;16.1;Hecarim;Naafiri;1767902159259;0;0;5;6;1,2;0,5;6532;24639;16670;7530;6,48;292,04;336,66;27;1,21;6;1;1;82;16235;0;0,11;0,29;0;0;0;0;10;0;0;0;45;2006;0;0,0;401,2;292,04;0,23;0,73;5;129;293;-1278,69;45;0;1;2;80;3949;1;2,0;359,0;292,04;0,2;0,81;-8;74;-665;-2813,11;0;1;2;87;4292;1;2,0;357,67;292,04;0,2;0,82;-9;-244;-662;-3068,85;87;4292;4785;1;14,52;2,0;0;2;3;97;4828;1;1,5;344,86;292,04;0,2;0,85;-15;-373;-965;-3580,33;132;0;3;5;144;6985;2;1,67;349,25;292,04;0,19;0,84;-31;-1259;-1714;-5114,76
1;KR_8016549784;16.1;Zoe;Yasuo;1767902159259;0;4;5;3;1,4;0,58;12447;15787;8203;8322;7,29;556,5;372,07;19;0,85;7;4;1;723;1017;0;0,22;0,18;1;0;0;0;15;1;0;0;39;2107;0;0,0;421,4;556,5;0,24;1,32;0;425;211;-172,13;49;4;1;0;95;5168;0;4,0;469,82;556,5;0,27;1,18;11;1144;607;-378,68;4;1;0;100;5473;0;4,0;456,08;556,5;0,25;1,22;3;1000;173;-413,12;100;5473;5941;1;10,2;4,0;4;1;1;116;6029;0;5,0;430,64;556,5;0,25;1,29;-5;469;-231;-481,97;140;4;4;3;153;7647;0;1,75;382,35;556,5;0,21;1,46;-22;-524;-984;-688,52
1;KR_8016549784;16.1;Yunara;Jhin;1767902159259;0;2;5;4;1,2;0,5;12423;11697;4741;8676;7,69;555,42;387,9;21;0,94;7;5;1;769;769;0;0,22;0,14;0;0;0;0;12;0;1;0;33;1635;0;0,0;327,0;555,42;0,19;1,7;-3;-760;13;-2193,67;45;1;3;1;86;3733;0;0,67;339,36;555,42;0,19;1,64;-6;-1566;-204;-4826,07;1;3;1;87;4187;0;0,67;348,92;555,43;0,19;1,59;-13;-1464;-440;-5264,8;87;4187;3962;3;11,28;0,67;1;4;2;95;4556;0;0,75;325,43;555,42;0,19;1,71;-25;-2831;-1238;-6142,26;136;2;4;3;161;7660;0;1,25;383,0;555,42;0,21;1,45;-27;-2965;-1748;-8774,67
1;KR_8016549784;16.1;Leona;Maokai;1767902159259;0;1;7;6;1,0;0,58;6293;17774;18308;5885;1,03;281,36;263,11;78;3,49;31;7;8;0;169;0;0,11;0,21;0;0;0;0;42;0;0;0;4;1226;0;0,0;245,2;281,36;0,14;1,15;-3;-322;-297;-782,42;4;0;3;3;16;2758;0;1,0;250,73;281,36;0,14;1,12;-3;-673;-567;-1721,31;0;3;3;17;3361;0;1,0;280,08;281,36;0,16;1,0;-4;-380;-681;-1877,8;17;3361;3268;3;41,88;1,0;1;4;3;17;3762;0;1,0;268,71;281,36;0,15;1,05;-7;-847;-1727;-2190,76;22;1;6;5;23;5251;0;1,0;262,55;281,36;0,15;1,07;-2;-689;-1318;-3129,66
1;KR_8016693541;16.1;Jax;Zac;1767922438834;1;4;4;5;2,25;0,36;26756;26940;22582;11491;9,65;1132,13;486,22;17;0,72;7;2;1;17686;18706;0;0,27;0,26;0;0;0;0;22;0;1;0;41;1743;0;0,0;348,6;1132,13;0,19;3,25;14;-172;160;2060,86;54;0;1;0;97;4145;2;0,0;376,82;1132,13;0,19;3,0;17;380;918;4533,9;1;1;0;108;4663;2;1,0;388,58;1132,13;0,19;2,91;18;496;1206;4946,07;108;4663;7128;1;8,64;1,0;1;2;0;119;5592;2;0,5;399,43;1132,13;0,2;2,83;6;270;422;5770,41;160;2;3;2;201;9625;8;1,33;481,25;1132,13;0,22;2,35;34;891;1547;8243,45
1;KR_8016693541;16.1;Aatrox;Ekko;1767922438834;1;4;2;5;4,5;0,36;12802;25847;14942;10574;8,59;541,69;447,42;42;1,78;5;6;3;2660;37079;0;0,13;0,25;0;0;0;0;18;0;0;0;40;1872;0;0,0;374,4;541,69;0,21;1,45;5;80;215;-1322,92;44;1;1;2;78;4149;0;3,0;377,18;541,69;0,19;1,44;-2;196;-125;-2910,42;1;1;2;88;4537;0;3,0;378,08;541,69;0,18;1,43;0;-138;-395;-3175,01;88;4537;4841;1;21,36;3,0;1;2;2;105;5246;0;1,5;374,71;541,69;0,19;1,45;-5;-1041;-1103;-3704,17;143;3;2;4;165;8469;0;3,5;423,45;541,69;0,2;1,28;32;-1314;942;-5291,68
1;KR_8016693541;16.1;Swain;Yone;1767922438834;1;5;2;7;6,0;0,48;28469;26927;16660;10410;8,38;1204,61;440,48;26;1,1;9;3;0;6306;9989;0;0,28;0,26;0;0;0;0;50;1;0;0;41;2046;0;0,0;409,2;1204,61;0,23;2,94;-3;240;267;2683,07;55;2;0;1;111;4827;2;0,0;438,82;1204,61;0,23;2,75;17;1304;1353;5902,76;2;0;1;121;5274;2;0,0;439,5;1204,61;0,21;2,74;17;1416;1297;6439,38;121;5274;7262;0;13,2;0,0;2;0;1;131;5770;3;0,0;412,14;1204,61;0,2;2,92;12;1078;501;7512,61;159;4;1;4;173;8765;6;8,0;438,25;1204,61;0,2;2,75;-7;1303;5;10732,3
1;KR_8016693541;16.1;Velkoz;Draven;1767922438834;1;11;0;6;0,0;0,68;26589;5958;3000;13997;9,18;1125,06;592,26;32;1,35;15;4;7;11237;15252;0;0,26;0,06;0;0;1;0;29;1;0;0;35;1959;0;0,0;391,8;1125,06;0,22;2,87;0;-211;138;3573,35;47;3;0;0;102;5012;2;0,0;455,64;1125,06;0,24;2,47;17;1182;1252;7861,36;4;0;0;119;6652;2;0,0;554,33;1125,06;0,27;2,03;30;2624;1913;8576,02;119;6652;5561;0;16,2;0,0;5;0;0;142;7557;3;0,0;539,79;1125,06;0,27;2,08;43;3050;2204;10005,36;170;7;0;3;186;10627;5;0,0;531,35;1125,06;0,24;2,12;36;2909;2714;14293,37
1;KR_8016693541;16.1;Alistar;Janna;1767922438834;1;1;4;15;4,0;0,64;6235;18554;19623;7308;0,93;263,82;309,22;77;3,26;30;10;6;333;485;0;0,06;0,18;0;0;0;0;59;0;1;1;3;1430;0;1,0;286,0;263,82;0,16;0,92;0;5;39;-595,98;4;1;1;2;13;3166;0;3,0;287,82;263,82;0,15;0,92;1;536;402;-1311,15;1;1;3;13;3567;0;4,0;297,25;263,82;0,14;0,89;1;285;478;-1430,35;13;3567;3643;1;39,12;4,0;1;1;4;13;4023;0;5,0;287,36;263,82;0,14;0,92;1;157;76;-1668,75;17;1;2;9;18;5897;0;5,0;294,85;263,82;0,14;0,89;1;-135;-452;-2383,92
1;KR_8016693541;16.1;Zac;Jax;1767922438834;0;4;4;3;1,75;0,58;17015;32127;28770;9992;8,8;719,96;422,79;16;0,68;6;1;0;7234;8895;0;0,24;0,27;1;0;0;0;34;1;0;0;27;1915;0;0,0;383,0;719,96;0,21;1,88;-14;172;-160;-2060,86;39;1;1;1;80;3765;1;2,0;342,27;719,96;0,21;2,1;-17;-380;-918;-4533,9;1;2;1;90;4167;1;1,0;347,25;719,96;0,21;2,07;-18;-496;-1206;-4946,07;90;4167;5922;2;8,16;1,0;2;2;2;113;5322;1;2,0;380,14;719,96;0,22;1,89;-6;-270;-422;-5770,41;150;4;3;2;167;8734;3;2,0;436,7;719,96;0,22;1,65;-34;-891;-1547;-8243,45
1;KR_8016693541;16.1;Ekko;Aatrox;1767922438834;0;6;4;4;2,5;0,83;19055;28532;19350;11251;6,09;806,28;476,06;35;1,48;4;7;2;483;17962;0;0,27;0,24;0;0;0;0;25;0;0;0;35;1792;0;0,0;358,4;806,28;0,2;2,25;-5;-80;-215;1322,92;43;1;0;0;80;3953;0;0,0;359,36;806,28;0,22;2,24;2;-196;125;2910,42;1;0;0;88;4675;0;0,0;389,58;806,28;0,23;2,07;0;138;395;3175,01;88;4675;5236;0;17,76;0,0;1;0;2;110;6287;0;0,0;449,07;806,28;0,25;1,8;5;1041;1103;3704,17;129;2;2;4;133;9783;0;3,0;489,15;806,28;0,25;1,65;-32;1314;-942;5291,68
1;KR_8016693541;16.1;Yone;Swain;1767922438834;0;0;5;4;0,8;0,33;15787;24356;18703;9283;9,52;668,0;392,79;27;1,14;8;3;0;5521;5521;0;0,22;0,21;0;0;0;0;18;0;1;0;44;1806;0;0,0;361,2;668,0;0,2;1,85;3;-240;-267;-2683,07;51;0;2;1;94;3523;0;0,5;320,27;668,0;0,2;2,09;-17;-1304;-1353;-5902,76;0;2;1;104;3858;0;0,5;321,5;668,0;0,19;2,08;-17;-1416;-1297;-6439,38;104;3858;5965;2;13,68;0,5;0;2;1;119;4692;0;0,5;335,14;668,0;0,19;1,99;-12;-1078;-501;-7512,61;164;0;4;3;180;7462;2;0,75;373,1;668,0;0,19;1,79;7;-1303;-5;-10732,3
1;KR_8016693541;16.1;Draven;Velkoz;1767922438834;0;1;6;4;0,83;0,42;9699;16928;9142;9275;7,19;410,39;392,45;18;0,76;7;3;0;2762;2762;0;0,14;0,14;0;0;0;0;6;1;0;0;35;2170;0;0,0;434,0;410,39;0,24;0,95;0;211;-138;-3573,35;48;1;2;0;85;3830;0;0,5;348,18;410,39;0,22;1,18;-17;-1182;-1252;-7861,36;1;2;0;89;4028;0;0,5;335,67;410,39;0,2;1,22;-30;-2624;-1913;-8576,02;89;4028;3648;2;9,12;0,5;1;3;0;99;4507;0;0,33;321,93;410,39;0,18;1,27;-43;-3050;-2204;-10005,36;132;1;4;1;150;7718;0;0,5;385,9;410,39;0,19;1,06;-36;-2909;-2714;-14293,37
1;KR_8016693541;16.1;Janna;Alistar;1767922438834;0;1;6;7;1,33;0,67;9052;15674;6834;6795;0,76;383,02;287,52;65;2,75;30;6;8;1195;1281;0;0,13;0,13;0;0;0;0;39;0;1;1;3;1425;0;1,0;285,0;383,02;0,16;1,34;0;-5;-39;595,98;4;0;2;1;12;2630;0;0,5;239,09;383,02;0,15;1,6;-1;-536;-402;1311,15;0;3;1;12;3282;0;0,33;273,5;383,02;0,16;1,4;-1;-285;-478;1430,35;12;3282;3165;3;33,0;0,33;1;3;2;12;3866;1;1,0;276,14;383,02;0,16;1,39;-1;-157;-76;1668,75;17;1;4;5;17;6032;1;1,5;301,6;383,02;0,15;1,27;-1;135;452;2383,92
1;KR_8016637844;16.1;Aatrox;Tryndamere;1767916977006;0;1;7;5;0,86;0,3;16618;24984;20383;6530;6,77;871,57;342,48;11;0,58;6;0;3;4059;4253;0;0,26;0,28;0;0;0;0;21;0;1;1;32;1862;0;1,0;372,4;871,57;0,19;2,34;-5;-92;-302;-244,14;39;1;2;2;82;4172;0;1,5;379,27;871,57;0,2;2,3;-9;-342;-369;-537,11;1;3;2;82;4295;0;1,0;357,92;871,57;0,19;2,44;-17;-1389;-1823;-585,95;82;4295;5462;3;6,96;1,0;1;4;2;97;4995;0;0,75;356,79;871,57;0,18;2,44;-18;-1490;-846;-683,6;127;1;7;5;129;6530;2;0,86;326,5;871,57;0,17;2,67;-39;-2895;-2225;-976,57
1;KR_8016637844;16.1;Nunu;Ekko;1767916977006;0;7;7;5;1,71;0,6;8921;21220;12115;8194;6,08;467,88;429,76;24;1,26;9;2;6;0;4305;0;0,14;0,24;0;0;0;0;34;1;0;0;37;2435;0;0,0;487,0;467,88;0,24;0,96;7;648;313;-1428,41;43;3;3;1;68;4638;0;1,33;421,64;467,88;0,22;1,11;-1;-752;-362;-3142,5;4;3;2;73;4861;0;2,0;405,08;467,88;0,21;1,16;-6;-1280;-757;-3428,18;73;4861;4262;3;15,12;2,0;5;4;2;92;6631;0;1,75;473,64;467,88;0,24;0,99;-6;-419;-466;-3999,55;108;7;7;5;116;8194;0;1,71;409,7;467,88;0,22;1,14;-35;-3100;-2646;-5713,64
1;KR_8016637844;16.1;Neeko;Pantheon;1767916977006;0;5;2;4;4,5;0,45;14663;13751;5379;7594;7,87;769,04;398,29;8;0,42;5;0;0;5459;5459;0;0,23;0,16;0;0;0;0;21;0;0;0;27;1728;0;0,0;345,6;769,04;0,17;2,23;-4;194;-126;363,72;41;3;0;0;96;4731;1;0,0;430,09;769,04;0,22;1,79;25;979;1130;800,19;3;0;2;103;5169;1;0,0;430,75;769,04;0,23;1,79;25;1086;1211;872,94;103;5169;6002;0;5,04;0,0;4;1;2;113;5630;1;6,0;402,14;769,04;0,21;1,91;23;610;892;1018,43;145;5;2;4;150;7594;4;4,5;379,7;769,04;0,2;2,03;26;257;937;1454,9
