Qtd_Partidas;Match ID;Patch;Champion;Enemy Champion;Game Start Time;Win Rate %;Kills;Deaths;Assists;KDA;Kill Participation;Total Damage Dealt;Total Damage Taken;Self Mitigated Damage;Gold Earned;Farm/Min;Damage/Min;Gold/Min;Vision Score;Vision Score/Min;Wards Placed;Wards Killed;Control Wards Placed;Damage to Buildings;Damage to Objectives;Turret Plates Taken;Team Damage %;Damage Taken %;First Blood Kill;First Blood Assist;First Tower Kill;First Tower Assist;CC Score;Kills 5';Deaths 5';Assists 5';CS 5';Gold Earned 5';Plates 5';KDA 5';GPM 5';DPM 5';Gold Share 5';Gold Eff 5';CS Diff 5';Gold Diff 5';XP Diff 5';DMG Diff 5';CS aos 6 min;Kills 11';Deaths 11';Assists 11';CS 11';Gold Earned 11';Plates 11';KDA 11';GPM 11';DPM 11';Gold Share 11';Gold Eff 11';CS Diff 11';Gold Diff 11';XP Diff 11';DMG Diff 11';Kills 12';Deaths 12';Assists 12';CS 12';Gold Earned 12';Plates 12';KDA 12';GPM 12';DPM 12';Gold Share 12';Gold Eff 12';CS Diff 12';Gold Diff 12';XP Diff 12';DMG Diff 12';CS aos 12 min;Gold aos 12 min;XP aos 12 min;Deaths até 12min;VPM @12;KDA @12;Kills 14';Deaths 14';Assists 14';CS 14';Gold Earned 14';Plates 14';KDA 14';GPM 14';DPM 14';Gold Share 14';Gold Eff 14';CS Diff 14';Gold Diff 14';XP Diff 14';DMG Diff 14';CS aos 18 min;Kills 20';Deaths 20';Assists 20';CS 20';Gold Earned 20';Plates 20';KDA 20';GPM 20';DPM 20';Gold Share 20';Gold Eff 20';CS Diff 20';Gold Diff 20';XP Diff 20';DMG Diff 20'
1;KR_8016696315;16.1;Soraka;Neeko;1767922365982;0;1;3;3;1,33;1,0;5314;9485;3330;4315;0,88;335,62;272,53;32;2,02;19;2;4;0;0;0;0,17;0,14;0;0;0;0;37;0;0;0;4;1256;0;0,0;251,2;335,62;0,16;1,34;1;-135;102;-1575,47;6;1;0;1;13;3265;0;0,0;296,82;335,62;0,19;1,13;-2;259;1;-3466,04;1;0;2;13;3461;0;0,0;288,42;335,62;0,18;1,16;-3;113;-25;-3781,14;13;3461;3290;0;24,24;0,0;1;2;3;13;3947;0;2,0;281,93;335,62;0,18;1,19;-3;-618;-477;-4411,33;0;1;3;3;0;0;0;1,33;0,0;335,62;0,0;0,0;0;0;0;-6301,9
1;KR_8016537207;16.1;Aurora;Corki;1767899900997;0;8;6;9;2,83;0,52;28822;27259;12860;15448;7,53;871,63;467,18;44;1,33;9;8;5;10997;10997;0;0,21;0,15;0;0;0;0;11;0;0;0;39;1724;0;0,0;344,8;871,63;0,19;2,53;6;-254;78;-1489,86;40;2;2;0;78;3973;0;1,0;361,18;871,63;0,22;2,41;-2;-23;80;-3277,72;2;2;0;89;4431;0;1,0;369,25;871,63;0,22;2,36;-6;30;-13;-3575,68;89;4431;5649;2;15,96;1,0;2;2;1;107;5134;1;1,5;366,71;871,63;0,19;2,38;-10;50;1097;-4171,64;158;3;3;4;179;8200;4;2,33;410,0;871,63;0,21;2,13;-6;-353;38;-5959,48
1;KR_8016537207;16.1;XinZhao;Nidalee;1767899900997;0;5;7;12;2,43;0,52;30252;51463;32197;12416;5,32;914,88;375,48;48;1,45;9;7;7;1868;24674;0;0,22;0,29;0;0;0;0;37;1;0;0;34;2030;0;0,0;406,0;914,88;0,22;2,25;6;-198;66;-409,02;43;1;0;0;85;3940;0;0,0;358,18;914,88;0,22;2,55;10;-186;138;-899,85;1;0;0;93;4247;0;0,0;353,92;914,88;0,21;2,59;14;-772;-37;-981,65;93;4247;4857;0;17,4;0,0;2;1;1;93;5834;0;3,0;416,71;914,88;0,22;2,2;-6;127;-495;-1145,26;116;5;3;3;124;7908;1;2,67;395,4;914,88;0,2;2,31;-19;-2312;-2322;-1636,09
1;KR_8016537207;16.1;Galio;Lucian;1767899900997;0;5;7;17;3,14;0,67;23147;37279;40361;12906;6,96;700,01;390,3;18;0,54;6;2;3;5819;5819;0;0,17;0,21;0;0;0;0;44;0;1;0;21;1607;0;0,0;321,4;700,01;0,18;2,18;-20;-620;-229;-2598,24;29;1;2;0;85;3585;1;0,5;325,91;700,01;0,2;2,15;-15;-1427;-814;-5716,12;1;2;0;92;3870;1;0,5;322,5;700,01;0,19;2,17;-23;-2087;-1311;-6235,77;92;3870;5547;2;6,48;0,5;2;3;2;110;5559;1;1,33;397,07;700,01;0,21;1,76;-13;-1139;-180;-7275,06;142;3;4;5;151;7853;3;2,0;392,65;700,01;0,2;1,78;-4;-1231;575;-10392,95
1;KR_8016537207;16.1;Zeri;Nilah;1767899900997;0;14;7;7;3,0;0,64;41828;32764;14225;20100;9,83;1264,96;607,86;24;0,73;6;7;0;9165;15324;0;0,31;0,18;0;0;0;0;9;1;0;0;44;2168;0;0,0;433,6;1264,96;0,24;2,92;5;383;-21;1677,37;56;1;1;0;103;4034;0;1,0;366,73;1264,96;0,22;3,45;1;-197;-840;3690,22;1;1;0;114;4377;0;1,0;364,75;1264,96;0,22;3,47;-1;-490;-1015;4025,69;114;4377;4603;1;8,76;1,0;2;1;0;137;6272;0;2,0;448,0;1264,96;0,24;2,82;9;584;-358;4696,64;170;5;2;5;187;9677;1;5,0;483,85;1264,96;0,25;2,61;-9;224;-616;6709,47
1;KR_8016537207;16.1;Poppy;Alistar;1767899900997;0;1;9;18;2,11;0,58;12443;30711;29713;8976;0,67;376,3;271,45;131;3,96;69;11;14;115;115;0;0,09;0,17;0;0;0;0;40;0;2;1;3;1502;0;0,5;300,4;376,3;0,17;1,25;-1;16;-337;511,09;3;0;2;1;6;2721;0;0,5;247,36;376,3;0,15;1,52;-6;-14;-940;1124,39;0;2;1;11;3051;0;0,5;254,25;376,3;0,15;1,48;-3;-28;-899;1226,61;11;3051;2400;2;47,52;0,5;0;2;2;13;3690;0;1,0;263,57;376,3;0,14;1,43;-1;256;114;1431,05;16;1;4;8;16;5452;0;2,25;272,6;376,3;0,14;1,38;-1;378;-302;2044,36
1;KR_8016537207;16.1;Corki;Aurora;1767899900997;1;7;5;12;3,8;0,53;38675;31569;23486;14779;8,26;1169,61;446,95;33;1,0;15;2;1;7607;16826;0;0,25;0,18;1;0;0;0;4;1;0;0;33;1978;0;0,0;395,6;1169,61;0,2;2,96;-6;254;-78;1489,86;38;2;2;0;80;3996;1;1,0;363,27;1169,61;0,2;3,22;2;23;-80;3277,72;2;2;0;95;4401;1;1,0;366,75;1169,61;0,19;3,19;6;-30;13;3575,68;95;4401;5662;2;12,0;1,0;2;2;0;117;5084;1;1,0;363,14;1169,61;0,19;3,22;10;-50;-1097;4171,64;167;4;2;1;185;8553;1;2,5;427,65;1169,61;0,2;2,73;6;353;-38;5959,48
1;KR_8016537207;16.1;Nidalee;XinZhao;1767899900997;1;17;7;8;3,57;0,69;32957;41384;24210;18328;7,38;996,68;554,27;35;1,06;3;10;1;898;31938;0;0,22;0,23;0;0;0;1;11;2;1;0;28;2228;0;2,0;445,6;996,68;0,23;2,24;-6;198;-66;409,02;40;2;1;0;75;4126;0;2,0;375,09;996,68;0,21;2,66;-10;186;-138;899,85;2;1;0;79;5019;0;2,0;418,25;996,68;0,22;2,38;-14;772;37;981,65;79;5019;4894;1;12,72;2,0;3;2;1;99;5707;0;2,0;407,64;996,68;0,21;2,44;6;-127;495;1145,26;129;6;3;4;143;10220;1;3,33;511,0;996,68;0,24;1,95;19;2312;2322;1636,09
1;KR_8016537207;16.1;Lucian;Galio;1767899900997;1;5;9;12;1,89;0,47;40330;35268;22284;15863;8,38;1219,66;479,73;47;1,42;15;11;2;16579;19471;0;0,27;0,2;0;1;0;0;0;0;0;2;41;2227;0;0,0;445,4;1219,66;0,23;2,74;20;620;229;2598,24;55;2;0;2;100;5012;1;0,0;455,64;1219,66;0,25;2,68;15;1427;814;5716,12;2;0;2;115;5957;3;0,0;496,42;1219,66;0,26;2,46;23;2087;1311;6235,77;115;5957;6858;0;17,04;0,0;3;1;3;123;6698;5;6,0;478,43;1219,66;0,25;2,55;13;1139;180;7275,06;143;4;5;7;155;9084;5;2,2;454,2;1219,66;0,21;2,69;4;1231;-575;10392,95
1;KR_8016537207;16.1;Nilah;Zeri;1767899900997;1;7;4;6;3,25;0,36;30735;28457;19465;18889;9,44;929,49;571,24;18;0,54;10;4;0;19617;29572;0;0,2;0,16;0;0;1;0;9;0;0;1;39;1785;0;0,0;357,0;929,49;0,18;2,6;-5;-383;21;-1677,37;49;1;0;1;102;4231;0;0,0;384,64;929,49;0,21;2,42;-1;197;840;-3690,22;1;0;1;115;4867;1;0,0;405,58;929,49;0,21;2,29;1;490;1015;-4025,69;115;4867;5618;0;6,48;0,0;1;0;1;128;5688;1;0,0;406,29;929,49;0,21;2,29;-9;-584;358;-4696,64;173;2;2;2;196;9453;3;2,0;472,65;929,49;0,22;1,97;9;-224;616;-6709,47
1;KR_8016537207;16.1;Alistar;Poppy;1767899900997;1;0;8;21;2,62;0,58;9063;40324;64192;9073;0,73;274,08;274,39;119;3,6;59;6;14;319;616;0;0,06;0,23;0;0;0;1;91;0;1;2;4;1486;0;2,0;297,2;274,08;0,15;0,92;1;-16;337;-511,09;4;0;2;3;12;2735;0;1,5;248,64;274,08;0,14;1,1;6;14;940;-1124,39;0;2;3;14;3079;0;1,5;256,58;274,08;0,13;1,07;3;28;899;-1226,61;14;3079;3299;2;43,2;1,5;0;3;4;14;3434;0;1,33;245,29;274,08;0,13;1,12;1;-256;-114;-1431,05;17;0;5;9;17;5074;0;1,8;253,7;274,08;0,12;1,08;1;-378;302;-2044,36
1;KR_8016662270;16.1;Poppy;Zaahen;1767919137863;0;4;5;11;3,0;0,42;32827;55996;88981;13805;5,81;859,72;361,55;33;0,86;12;4;4;10307;12074;0;0,19;0,27;0;0;0;0;59;0;0;0;25;1449;0;0,0;289,8;859,72;0,16;2,97;-9;-181;-137;-902,75;29;0;1;0;71;3237;1;0,0;294,27;859,72;0,15;2,92;-16;-580;-496;-1986,05;0;1;0;81;3676;1;0,0;306,33;859,72;0,16;2,81;-13;-374;-544;-2166,6;81;3676;5411;1;10,32;0,0;0;1;0;101;4571;1;0,0;326,5;859,72;0,17;2,63;-6;9;-40;-2527,7;143;0;1;2;160;7151;5;2,0;357,55;859,72;0,18;2,4;18;897;1097;-3611,0
1;KR_8016662270;16.1;LeeSin;JarvanIV;1767919137863;0;12;5;15;5,4;0,75;45592;63821;98748;20398;8,35;1194,03;534,21;66;1,73;26;5;9;9511;57813;0;0,26;0,3;0;0;1;0;43;1;0;2;36;2260;0;0,0;452,0;1194,03;0,25;2,64;8;352;299;3402,4;48;2;1;3;88;5139;0;5,0;467,18;1194,03;0,24;2,56;22;1382;1661;7485,28;3;1;4;96;5466;0;7,0;455,5;1194,03;0,24;2,62;26;1437;1905;8165,77;96;5466;5982;1;20,76;7,0;3;1;4;112;6727;0;7,0;480,5;1194,03;0,25;2,48;33;1653;2463;9526,72;146;7;2;6;167;10503;5;6,5;525,15;1194,03;0,26;2,27;50;3245;3008;13609,61
1;KR_8016662270;16.1;Viktor;Orianna;1767919137863;0;13;9;10;2,56;0,64;49854;34454;42342;17043;7,39;1305,65;446,35;38;1,0;11;10;5;4276;7219;0;0,29;0,16;0;0;0;0;40;2;0;1;27;2185;0;0,0;437,0;1305,65;0,24;2,99;-10;-293;-367;-312,44;40;4;1;1;96;5258;0;5,0;478,0;1305,65;0,25;2,73;1;890;713;-687,37;5;1;1;108;5599;1;6,0;466,58;1305,65;0,25;2,8;-1;868;558;-749,85;108;5599;6262;1;12,0;6,0;5;1;1;118;6200;1;6,0;442,86;1305,65;0,23;2,95;-2;898;578;-874,84;153;6;3;4;170;8802;3;3,33;440,1;1305,65;0,22;2,97;1;621;1243;-1249,76
1;KR_8016662270;16.1;Heimerdinger;Sivir;1767919137863;0;1;8;13;1,75;0,39;30944;31829;17327;15447;7,04;810,41;404,55;51;1,34;14;8;4;8605;19952;0;0,18;0,15;0;0;0;0;41;0;1;2;29;1651;0;2,0;330,2;810,41;0,18;2,45;-3;-602;-224;-3047,14;37;1;2;3;79;3787;0;2,0;344,27;810,41;0,18;2,35;-14;-1087;99;-6703,71;1;2;3;88;4108;0;2,0;342,33;810,41;0,18;2,37;-18;-1168;169;-7313,14;88;4108;4764;2;16,08;2,0;1;2;3;106;5153;0;2,0;368,07;810,41;0,19;2,2;-18;-1175;229;-8532,0;146;1;3;3;157;7326;2;1,33;366,3;810,41;0,18;2,21;-49;-2889;-699;-12188,56
1;KR_8016662270;16.1;Pyke;Lulu;1767919137863;0;6;6;12;3,0;0,5;14249;23511;19836;12872;0,97;373,17;337,11;184;4,82;78;28;20;317;713;0;0,08;0,11;0;0;0;1;37;1;1;0;8;1605;0;1,0;321,0;373,17;0,18;1,16;2;-33;-207;-141,16;8;1;2;2;11;3634;0;1,5;330,36;373,17;0,17;1,13;-12;185;-795;-310,55;2;2;3;12;3855;0;2,5;321,25;373,17;0,17;1,16;-12;212;-844;-338,79;12;3855;2897;2;57,84;2,5;2;2;3;12;4364;0;2,5;311,71;373,17;0,16;1,2;-13;214;-439;-395,25;17;3;3;5;21;6821;0;2,67;341,05;373,17;0,17;1,09;-11;749;-407;-564,64
1;KR_8016662270;16.1;Zaahen;Poppy;1767919137863;1;6;8;9;1,88;0,45;39721;68051;75819;14827;6,26;1040,27;388,31;40;1,05;8;7;1;7370;10767;0;0,22;0,34;0;0;0;0;43;0;0;0;34;1630;0;0,0;326,0;1040,27;0,16;3,19;9;181;137;902,75;44;1;0;0;87;3817;0;0,0;347,0;1040,27;0,19;3,0;16;580;496;1986,05;1;1;0;94;4050;0;1,0;337,5;1040,27;0,19;3,08;13;374;544;2166,6;94;4050;5955;1;12,6;1,0;1;1;0;107;4562;0;1,0;325,86;1040,27;0,18;3,19;6;-9;40;2527,7;130;1;4;0;142;6254;1;0,25;312,7;1040,27;0,16;3,33;-18;-897;-1097;3611,0
1;KR_8016662270;16.1;JarvanIV;LeeSin;1767919137863;1;5;8;24;3,62;0,88;19609;48099;65334;15493;5,5;513,55;405,75;64;1,68;9;13;8;3906;18216;0;0,11;0,24;0;0;0;0;35;0;1;1;28;1908;0;1,0;381,6;513,55;0,19;1,35;-8;-352;-299;-3402,4;40;0;2;4;66;3757;0;2,0;341,55;513,55;0,19;1,5;-22;-1382;-1661;-7485,28;0;3;4;70;4029;0;1,33;335,75;513,55;0,19;1,53;-26;-1437;-1905;-8165,77;70;4029;4077;3;20,16;1,33;0;3;4;79;5074;0;1,33;362,43;513,55;0,2;1,42;-33;-1653;-2463;-9526,72;105;1;4;8;117;7258;1;2,25;362,9;513,55;0,19;1,42;-50;-3245;-3008;-13609,61
1;KR_8016662270;16.1;Orianna;Viktor;1767919137863;1;11;8;16;3,38;0,82;52240;31708;26740;19697;8,77;1368,14;515,85;32;0,84;6;7;1;12061;16710;0;0,29;0,16;0;0;0;0;46;1;1;0;37;2478;0;1,0;495,6;1368,14;0,25;2,76;10;293;367;312,44;45;2;3;0;95;4368;1;0,67;397,09;1368,14;0,22;3,45;-1;-890;-713;687,37;2;4;0;109;4731;1;0,5;394,25;1368,14;0,22;3,47;1;-868;-558;749,85;109;4731;5704;4;10,08;0,5;2;4;0;120;5302;1;0,5;378,71;1368,14;0,21;3,61;2;-898;-578;874,84;164;3;6;3;169;8181;2;1,0;409,05;1368,14;0,22;3,34;-1;-621;-1243;1249,76
1;KR_8016662270;16.1;Sivir;Heimerdinger;1767919137863;1;9;6;18;4,5;0,82;54214;30205;17014;22053;9,85;1419,83;577,56;44;1,15;16;10;0;5608;22909;0;0,3;0,15;1;0;0;0;5;1;1;1;32;2253;0;2,0;450,6;1419,83;0,23;3,15;3;602;224;3047,14;39;3;2;2;93;4874;1;2,5;443,09;1419,83;0,24;3,2;14;1087;-99;6703,71;3;2;2;106;5276;1;2,5;439,67;1419,83;0,24;3,23;18;1168;-169;7313,14;106;5276;4595;2;13,8;2,5;3;2;2;124;6328;1;2,5;452,0;1419,83;0,25;3,14;18;1175;-229;8532,0;181;5;2;4;206;10215;1;4,5;510,75;1419,83;0,27;2,78;49;2889;699;12188,56
1;KR_8016662270;16.1;Lulu;Pyke;1767919137863;1;2;6;25;4,5;0,82;15327;22488;11693;11100;1,1;401,41;290,7;147;3,85;71;17;17;2037;4083;0;0,08;0,11;0;1;0;0;49;0;1;2;6;1638;0;2,0;327,6;401,41;0,17;1,23;-2;33;207;141,16;7;1;1;4;23;3449;0;5,0;313,55;401,41;0,17;1,28;12;-185;795;310,55;1;1;4;24;3643;0;5,0;303,58;401,41;0,17;1,32;12;-212;844;338,79;24;3643;3741;1;46,2;5,0;1;1;4;25;4150;0;5,0;296,43;401,41;0,16;1,35;13;-214;439;395,25;29;2;1;8;32;6072;1;10,0;303,6;401,41;0,16;1,32;11;-749;407;564,64
1;KR_8016616175;16.1;Jax;Vladimir;1767912449457;0;0;6;2;0,33;0,13;6388;16143;6537;5091;5,61;381,37;303,94;8;0,48;4;1;0;3395;3395;0;0,15;0,25;0;0;0;0;1;0;1;0;23;1469;0;0,0;293,8;381,37;0,17;1,3;-14;-610;-516;-3301,49;31;0;4;0;59;3083;0;0,0;280,27;381,37;0,15;1,36;-36;-1808;-1852;-7263,29;0;4;1;64;3654;0;0,25;304,5;381,37;0,17;1,25;-37;-1461;-2536;-7923,58;64;3654;5058;4;5,76;0,25;0;5;1;74;4075;3;0,2;291,07;381,37;0,16;1,31;-43;-2092;-2460;-9244,18;0;0;6;2;0;0;3;0,33;0,0;381,37;0,0;0,0;0;0;0;-13205,97
1;KR_8016616175;16.1;MasterYi;Trundle;1767912449457;0;7;2;0;3,5;0,47;12167;14025;7984;7767;7,34;726,39;463,7;11;0,66;1;2;0;0;22186;0;0,29;0,22;0;0;0;0;6;0;0;0;28;1866;0;0,0;373,2;726,39;0,22;1,95;-4;173;-4;1808,66;36;3;0;0;80;4631;0;0,0;421,0;726,39;0,23;1,73;8;1176;931;3979,05;4;0;0;82;4799;0;0,0;399,92;726,39;0,22;1,82;2;818;406;4340,78;82;4799;4925;0;7,92;0,0;5;1;0;109;6667;0;5,0;476,21;726,39;0,25;1,53;8;1628;1710;5064,24;0;7;2;0;0;0;0;3,5;0,0;726,39;0,0;0,0;0;0;0;7234,63
1;KR_8016616175;16.1;Ahri;Brand;1767912449457;0;7;3;4;3,67;0,73;10833;11133;3583;8269;6,87;646,75;493,67;16;0,96;11;0;2;9101;9101;0;0,25;0,17;0;0;0;0;10;1;0;0;41;2088;0;0,0;417,6;646,75;0,24;1,55;-2;167;-78;-380,9;43;4;0;4;77;5502;1;0,0;500,18;646,75;0,27;1,29;-12;1750;139;-837,97;5;0;4;83;5762;1;0,0;480,17;646,75;0,26;1,35;-14;1206;-248;-914,14;83;5762;5286;0;11,52;0,0;6;1;4;99;6830;2;10,0;487,86;646,75;0,26;1,33;-9;1400;-22;-1066,51;0;7;3;4;0;0;3;3,67;0,0;646,75;0,0;0,0;0;0;0;-1523,58
1;KR_8016616175;16.1;Sivir;Aphelios;1767912449457;0;1;5;5;1,2;0,4;8692;11398;4432;5863;6,63;518,93;350,03;15;0,9;7;1;1;48;1267;0;0,2;0,18;0;0;0;0;0;0;0;1;30;1693;0;0,0;338,6;518,93;0,2;1,53;12;2;205;-1006,56;38;1;2;3;74;3791;0;2,0;344,64;518,93;0,19;1,51;-9;-563;477;-2214,45;1;2;4;81;4310;0;2,5;359,17;518,93;0,2;1,44;-10;-991;8;-2415,77;81;4310;4389;2;10,8;2,5;1;3;4;94;4774;0;1,67;341,0;518,93;0,18;1,52;-14;-2271;-135;-2818,38;0;1;5;5;0;0;0;1,2;0,0;518,93;0,0;0,0;0;0;0;-4026,27
1;KR_8016616175;16.1;Nidalee;Yuumi;1767912449457;0;0;4;7;1,75;0,47;4520;11228;4693;4575;1,31;269,85;273,13;20;1,19;7;2;1;1408;2772;0;0,11;0,18;0;0;0;0;0;0;1;1;6;1553;1;1,0;310,6;269,85;0,18;0,87;2;216;114;-7,76;9;0;2;3;17;3025;1;1,5;275,0;269,85;0,15;0,98;10;41;20;-17,07;0;2;4;19;3239;1;2,0;269,92;269,85;0,15;1,0;10;-398;-509;-18,63;19;3239;3029;2;14,28;2,0;0;3;5;20;3928;1;1,67;280,57;269,85;0,15;0,96;10;-570;-454;-21,73;0;0;4;7;0;0;1;1,75;0,0;269,85;0,0;0,0;0;0;0;-31,05
1;KR_8016616175;16.1;Vladimir;Jax;1767912449457;1;7;4;0;1,75;0,35;17448;17751;7409;7907;8,3;1041,67;472,06;15;0,9;7;0;1;6969;8518;0;0,33;0,3;1;0;0;0;3;1;1;0;37;2079;0;1,0;415,8;1041,67;0,24;2,51;14;610;516;3301,49;48;4;1;0;95;4891;3;4,0;444,64;1041,67;0,25;2,34;36;1808;1852;7263,29;4;2;0;101;5115;3;2,0;426,25;1041,67;0,23;2,44;37;1461;2536;7923,58;101;5115;7594;2;10,8;2,0;5;3;0;117;6167;4;1,67;440,5;1041,67;0,22;2,36;43;2092;2460;9244,18;0;7;4;0;0;0;6;1,75;0,0;1041,67;0,0;0,0;0;0;0;13205,97
1;KR_8016616175;16.1;Trundle;MasterYi;1767912449457;1;0;5;6;1,2;0,3;6108;16517;11563;6211;7,34;364,66;370,81;10;0,6;1;3;0;0;3105;0;0,12;0,28;0;0;0;0;12;0;1;0;32;1693;0;0,0;338,6;364,66;0,19;1,08;4;-173;4;-1808,66;36;0;4;1;72;3455;0;0,25;314,09;364,66;0,18;1,16;-8;-1176;-931;-3979,05;0;4;1;80;3981;0;0,25;331,75;364,66;0,18;1,1;-2;-818;-406;-4340,78;80;3981;4519;4;7,2;0,25;0;4;3;101;5039;0;0,75;359,93;364,66;0,18;1,01;-8;-1628;-1710;-5064,24;0;0;5;6;0;0;0;1,2;0,0;364,66;0,0;0,0;0;0;0;-7234,63
1;KR_8016616175;16.1;Brand;Ahri;1767912449457;1;4;5;2;1,2;0,3;12109;10855;4158;6601;7,4;722,93;394,09;15;0,9;8;2;1;4226;8885;0;0,23;0,18;0;0;0;0;10;0;0;0;43;1921;0;0,0;384,2;722,93;0,22;1,88;2;-167;78;380,9;52;0;3;1;89;3752;0;0,33;341,09;722,93;0,19;2,12;12;-1750;-139;837,97;0;3;1;97;4556;1;0,33;379,67;722,93;0,2;1,9;14;-1206;248;914,14;97;4556;5534;3;10,8;0,33;2;4;1;108;5430;1;0,75;387,86;722,93;0,19;1,86;9;-1400;22;1066,51;0;4;5;2;0;0;2;1,2;0,0;722,93;0,0;0,0;0;0;0;1523,58
1;KR_8016616175;16.1;Aphelios;Sivir;1767912449457;1;7;1;2;9,0;0,45;12064;12023;5636;9297;7,82;720,24;555,04;16;0,96;6;5;0;9059;9059;0;0,23;0,2;0;0;1;0;9;1;0;0;18;1691;0;0,0;338,2;720,24;0,19;2,13;-12;-2;-205;1006,56;27;3;1;0;83;4354;0;3,0;395,82;720,24;0,22;1,82;9;563;-477;2214,45;3;1;0;91;5301;1;3,0;441,75;720,24;0,23;1,63;10;991;-8;2415,77;91;5301;4381;1;11,52;3,0;4;1;2;108;7045;2;6,0;503,21;720,24;0,25;1,43;14;2271;135;2818,38;0;7;1;2;0;0;5;9,0;0,0;720,24;0,0;0,0;0;0;0;4026,27
1;KR_8016616175;16.1;Yuumi;Nidalee;1767912449457;1;2;1;8;10,0;0,5;4546;2326;781;5282;0,6;271,4;315,34;23;1,37;12;1;4;1472;1472;0;0,09;0,04;0;0;0;1;9;0;0;1;4;1337;0;0,0;267,4;271,4;0,15;1,01;-2;-216;-114;7,76;5;1;0;3;7;2984;0;0,0;271,27;271,4;0,15;1,0;-10;-41;-20;17,07;1;1;3;9;3637;0;4,0;303,08;271,4;0,16;0,9;-10;398;509;18,63;9;3637;3538;1;16,44;4,0;2;1;5;10;4498;0;7,0;321,29;271,4;0,16;0,84;-10;570;454;21,73;0;2;1;8;0;0;1;10,0;0,0;271,4;0,0;0,0;0;0;0;31,05
1;KR_8016589988;16.1;Yone;Rengar;1767909363886;0;10;12;1;0,92;0,42;35409;48785;44796;19395;9,32;1008,8;552,56;31;0,88;11;3;0;26204;28721;0;0,3;0,27;0;0;1;0;21;1;0;0;38;1835;0;0,0;367,0;1008,8;0,18;2,75;7;264;-47;1281,48;50;2;2;1;93;4516;1;1,5;410,55;1008,8;0,21;2,46;30;1378;224;2819,26;2;2;1;110;4973;3;1,5;414,42;1008,8;0,22;2,43;39;1570;1166;3075,55;110;4973;6824;2;10,56;1,5;2;2;1;128;6412;7;1,5;458,0;1008,8;0,24;2,2;53;1378;1516;3588,15;180;4;4;1;201;9954;12;1,25;497,7;1008,8;0,25;2,03;88;2690;2824;5125,93
1;KR_8016589988;16.1;MonkeyKing;Jayce;1767909363886;0;8;7;6;2,0;0,54;26960;46018;37298;14879;6,13;768,09;423,9;35;1,0;7;8;5;2873;36158;0;0,22;0,25;1;0;0;0;27;1;0;1;27;2591;0;0,0;518,2;768,09;0,26;1,48;7;812;809;-774,92;43;4;0;2;75;5171;0;0,0;470,09;768,09;0,24;1,63;8;1081;418;-1704,85;4;0;3;83;5498;0;0,0;458,17;768,09;0,24;1,68;12;1190;665;-1859,83;83;5498;4982;0;12,0;0,0;4;1;3;95;6103;0;7,0;435,93;768,09;0,23;1,76;8;761;78;-2169,8;132;6;2;3;140;8899;1;4,5;444,95;768,09;0,22;1,73;22;348;362;-3099,72
1;KR_8016589988;16.1;Orianna;Viktor;1767909363886;0;4;3;9;4,33;0,5;25782;25697;23153;13495;9,15;734,53;384,47;39;1,11;16;5;6;1919;1919;0;0,21;0,14;0;0;0;0;39;0;0;0;44;2022;0;0,0;404,4;734,53;0,2;1,82;5;195;113;-806,55;55;1;0;1;108;4532;1;0,0;412,0;734,53;0,21;1,78;17;901;569;-1774,42;2;0;1;117;4841;1;0,0;403,42;734,53;0,21;1,82;16;887;507;-1935,73;117;4841;6372;0;13,32;0,0;2;0;1;139;5588;1;0,0;399,14;734,53;0,21;1,84;30;1074;585;-2258,35;172;4;0;4;189;8040;2;0,0;402,0;734,53;0,2;1,83;24;1187;448;-3226,21
1;KR_8016589988;16.1;Lucian;Ziggs;1767909363886;0;3;8;9;1,5;0,46;25842;32396;14410;14844;7,44;736,24;422,91;32;0,91;10;9;0;4522;10092;0;0,22;0,18;0;0;0;0;1;0;0;0;35;2115;0;0,0;423,0;736,24;0,21;1,74;-3;272;-70;-3611,96;42;2;2;1;83;4116;0;1,5;374,18;736,24;0,19;1,97;-21;-919;-482;-7946,33;2;2;1;91;4642;0;1,5;386,83;736,24;0,2;1,9;-20;-988;-389;-8668,72;91;4642;4644;2;10,92;1,5;2;3;1;111;5302;0;1,0;378,71;736,24;0,2;1,94;-19;-1431;-565;-10113,5;137;2;4;4;153;8007;1;1,5;400,35;736,24;0,2;1,84;-26;-970;-581;-14447,86
1;KR_8016589988;16.1;Rakan;Nautilus;1767909363886;0;1;12;10;0,92;0,42;5968;29582;22640;9922;1,0;170,03;282,68;153;4,36;75;20;23;66;183;0;0,05;0,16;0;0;0;0;39;0;0;0;5;1391;0;0,0;278,2;170,03;0,14;0,61;-5;138;-74;-1256,41;6;0;3;1;14;2880;0;0,33;261,82;170,03;0,14;0,65;-7;-361;-559;-2764,11;0;4;2;14;3086;0;0,5;257,17;170,03;0,13;0,66;-7;-361;-559;-3015,39;14;3086;2935;4;52,32;0,5;0;5;2;21;3668;0;0,4;262,0;170,03;0,14;0,65;-7;-460;-1227;-3517,95;22;0;7;4;25;5083;0;0,57;254,15;170,03;0,13;0,67;-7;-506;-1426;-5025,64
